alpha,tau,D,path,seed,Ebar,t_trans,T,dt,p_edge,net_seed,n_edges,n_triangles
0.250000,0.000000,0.270000,1,270252802,6.2735317776e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.270000,2,270252803,6.3624362410e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.270000,3,270252804,6.3118665054e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.270000,4,270252805,6.3097145032e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.270000,5,270252806,6.3848098718e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.270000,6,270252807,6.3632406198e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.270000,7,270252808,6.2595905359e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.270000,8,270252809,6.3169591937e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.270000,9,270252810,6.2594405480e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.270000,10,270252811,6.3297788980e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.270000,11,270252812,6.2902620085e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.270000,12,270252813,6.2013683485e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.270000,13,270252814,6.2939138320e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.270000,14,270252815,6.2653661332e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.270000,15,270252816,6.2737167548e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.270000,16,270252817,6.3236633795e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.270000,17,270252818,6.3765054110e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.270000,18,270252819,6.2959333224e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.270000,19,270252820,6.3065303093e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.270000,20,270252821,6.2019809412e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
