alpha,tau,D,path,seed,Ebar,t_trans,T,dt,p_edge,net_seed,n_edges,n_triangles
0.250000,0.000000,0.360000,1,270253702,7.0433397004e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.360000,2,270253703,7.0561744557e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.360000,3,270253704,6.9255775813e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.360000,4,270253705,6.9894089735e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.360000,5,270253706,7.0561671372e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.360000,6,270253707,7.0578330168e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.360000,7,270253708,7.0542588519e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.360000,8,270253709,6.9589360413e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.360000,9,270253710,6.9276611216e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.360000,10,270253711,7.0385810419e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.360000,11,270253712,7.0047599588e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.360000,12,270253713,7.0433802475e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.360000,13,270253714,7.0128085081e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.360000,14,270253715,6.9675816440e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.360000,15,270253716,6.9529132870e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.360000,16,270253717,7.0028751891e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.360000,17,270253718,6.9491396182e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.360000,18,270253719,7.0201080696e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.360000,19,270253720,6.9837459762e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.250000,0.000000,0.360000,20,270253721,7.0132679354e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
