alpha,tau,D,path,seed,Ebar,t_trans,T,dt,p_edge,net_seed,n_edges,n_triangles
0.000000,0.200000,0.420000,1,20454302,7.5320637366e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.420000,2,20454303,7.4648268112e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.420000,3,20454304,7.4418013216e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.420000,4,20454305,7.4883307526e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.420000,5,20454306,7.4112975568e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.420000,6,20454307,7.4904516508e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.420000,7,20454308,7.4753909602e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.420000,8,20454309,7.4821448653e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.420000,9,20454310,7.3739936639e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.420000,10,20454311,7.3466663440e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.420000,11,20454312,7.4571423098e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.420000,12,20454313,7.5117802438e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.420000,13,20454314,7.4380053336e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.420000,14,20454315,7.3604292906e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.420000,15,20454316,7.4334070617e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.420000,16,20454317,7.3958881930e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.420000,17,20454318,7.4641546723e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.420000,18,20454319,7.3998474039e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.420000,19,20454320,7.4599565623e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.420000,20,20454321,7.4864292756e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
