alpha,tau,D,path,seed,Ebar,t_trans,T,dt,p_edge,net_seed,n_edges,n_triangles
0.000000,0.100000,0.810000,1,20358202,9.1268268625e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.810000,2,20358203,9.1473399842e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.810000,3,20358204,9.1435289697e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.810000,4,20358205,9.1932457847e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.810000,5,20358206,9.1299205008e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.810000,6,20358207,9.0955243088e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.810000,7,20358208,9.1053391200e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.810000,8,20358209,9.1433726070e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.810000,9,20358210,9.0691341412e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.810000,10,20358211,9.0773989639e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.810000,11,20358212,9.1102764305e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.810000,12,20358213,9.1733447665e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.810000,13,20358214,9.1305925241e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.810000,14,20358215,9.1264757751e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.810000,15,20358216,9.1176922286e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.810000,16,20358217,9.1517946583e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.810000,17,20358218,9.1288029025e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.810000,18,20358219,9.1004707495e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.810000,19,20358220,9.1775803555e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.810000,20,20358221,9.1175747437e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
