alpha,tau,D,path,seed,Ebar,t_trans,T,dt,p_edge,net_seed,n_edges,n_triangles
0.000000,0.100000,0.380000,1,20353902,7.1927312572e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.380000,2,20353903,7.1602048828e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.380000,3,20353904,7.2795975468e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.380000,4,20353905,7.2555482062e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.380000,5,20353906,7.2510117391e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.380000,6,20353907,7.2432279116e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.380000,7,20353908,7.1756409447e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.380000,8,20353909,7.2022610513e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.380000,9,20353910,7.0541243849e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.380000,10,20353911,7.1911867407e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.380000,11,20353912,7.1769612207e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.380000,12,20353913,7.1926967431e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.380000,13,20353914,7.1970929512e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.380000,14,20353915,7.1651275800e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.380000,15,20353916,7.1865229359e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.380000,16,20353917,7.2843876254e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.380000,17,20353918,7.2141228199e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.380000,18,20353919,7.1459165130e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.380000,19,20353920,7.1808052980e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.380000,20,20353921,7.2637876713e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
