alpha,tau,D,path,seed,Ebar,t_trans,T,dt,p_edge,net_seed,n_edges,n_triangles
0.000000,0.100000,0.600000,1,20356102,8.2870553205e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.600000,2,20356103,8.3418432644e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.600000,3,20356104,8.3174790568e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.600000,4,20356105,8.3255867773e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.600000,5,20356106,8.3593139013e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.600000,6,20356107,8.2806555200e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.600000,7,20356108,8.3636393409e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.600000,8,20356109,8.3051710114e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.600000,9,20356110,8.3527988175e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.600000,10,20356111,8.2894022230e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.600000,11,20356112,8.2797416052e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.600000,12,20356113,8.2660990272e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.600000,13,20356114,8.3318324436e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.600000,14,20356115,8.3766641271e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.600000,15,20356116,8.3576812804e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.600000,16,20356117,8.3188559192e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.600000,17,20356118,8.3559394598e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.600000,18,20356119,8.3192892331e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.600000,19,20356120,8.2963475988e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.600000,20,20356121,8.3443627719e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
