alpha,tau,D,path,seed,Ebar,t_trans,T,dt,p_edge,net_seed,n_edges,n_triangles
0.000000,0.200000,0.500000,1,20455102,7.9117743218e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.500000,2,20455103,7.9152822815e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.500000,3,20455104,7.9422257205e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.500000,4,20455105,7.9323412263e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.500000,5,20455106,7.7792455646e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.500000,6,20455107,7.9456848557e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.500000,7,20455108,7.9338931232e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.500000,8,20455109,7.9018312261e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.500000,9,20455110,7.8760564125e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.500000,10,20455111,7.8992054513e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.500000,11,20455112,7.9126141498e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.500000,12,20455113,7.8998394109e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.500000,13,20455114,7.9419162812e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.500000,14,20455115,7.8553156199e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.500000,15,20455116,7.9082273385e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.500000,16,20455117,7.8792709575e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.500000,17,20455118,7.9231623014e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.500000,18,20455119,8.0153362399e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.500000,19,20455120,7.9143180952e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.200000,0.500000,20,20455121,7.8980752937e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
