alpha,tau,D,path,seed,Ebar,t_trans,T,dt,p_edge,net_seed,n_edges,n_triangles
0.000000,0.000000,0.210000,1,20252202,5.6506343821e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.000000,0.210000,2,20252203,5.6191744535e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.000000,0.210000,3,20252204,5.6323260623e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.000000,0.210000,4,20252205,5.6410030980e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.000000,0.210000,5,20252206,5.5956767587e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.000000,0.210000,6,20252207,5.5376495383e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.000000,0.210000,7,20252208,5.5806012429e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.000000,0.210000,8,20252209,5.6614141221e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.000000,0.210000,9,20252210,5.6972293760e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.000000,0.210000,10,20252211,5.6838436132e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.000000,0.210000,11,20252212,5.7122696904e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.000000,0.210000,12,20252213,5.6614913118e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.000000,0.210000,13,20252214,5.5644647285e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.000000,0.210000,14,20252215,5.6986479786e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.000000,0.210000,15,20252216,5.6653227697e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.000000,0.210000,16,20252217,5.6121152787e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.000000,0.210000,17,20252218,5.5470352554e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.000000,0.210000,18,20252219,5.5405864393e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.000000,0.210000,19,20252220,5.6564985199e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.000000,0.210000,20,20252221,5.7132088151e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
