alpha,tau,D,path,seed,Ebar,t_trans,T,dt,p_edge,net_seed,n_edges,n_triangles
0.000000,0.100000,0.340000,1,20353502,6.8733907045e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.340000,2,20353503,6.8399229754e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.340000,3,20353504,6.8027607637e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.340000,4,20353505,6.9062568801e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.340000,5,20353506,6.8732313920e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.340000,6,20353507,6.9415768157e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.340000,7,20353508,6.9391337382e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.340000,8,20353509,6.9487584915e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.340000,9,20353510,6.8597595429e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.340000,10,20353511,6.8649170406e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.340000,11,20353512,6.9087590409e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.340000,12,20353513,6.8614866221e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.340000,13,20353514,6.8374542474e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.340000,14,20353515,6.8299117911e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.340000,15,20353516,7.0441886274e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.340000,16,20353517,6.8784280520e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.340000,17,20353518,6.9088252327e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.340000,18,20353519,6.9771475594e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.340000,19,20353520,6.8392019300e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.000000,0.100000,0.340000,20,20353521,6.9015968270e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
