alpha,tau,D,npaths,mean_Ebar,std_Ebar,t_trans,T,dt,p_edge,net_seed,n_edges,n_triangles
0.000000,0.000000,1.000000,20,9.6130019066e-01,3.2155741844e-03,500.00,2000.00,0.0100,0.30,20250101,378,598
