alpha,tau,D,path,seed,Ebar,t_trans,T,dt,p_edge,net_seed,n_edges,n_triangles
0.500000,0.000000,0.020000,1,520250302,6.8426662621e-02,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.000000,0.020000,2,520250303,6.0015160636e-02,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.000000,0.020000,3,520250304,1.2230452025e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.000000,0.020000,4,520250305,1.5773455957e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.000000,0.020000,5,520250306,4.2600259510e-02,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.000000,0.020000,6,520250307,9.0979110332e-02,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.000000,0.020000,7,520250308,7.2070354062e-02,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.000000,0.020000,8,520250309,4.7559263384e-02,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.000000,0.020000,9,520250310,1.2788425280e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.000000,0.020000,10,520250311,3.9533882022e-02,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.000000,0.020000,11,520250312,6.0022095602e-02,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.000000,0.020000,12,520250313,3.5827245318e-02,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.000000,0.020000,13,520250314,3.7700119960e-02,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.000000,0.020000,14,520250315,6.1930193829e-02,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.000000,0.020000,15,520250316,6.4686513323e-02,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.000000,0.020000,16,520250317,7.4823644170e-02,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.000000,0.020000,17,520250318,3.7186384877e-02,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.000000,0.020000,18,520250319,4.2297583626e-02,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.000000,0.020000,19,520250320,1.6304547443e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.000000,0.020000,20,520250321,2.9217763133e-02,500.00,2000.00,0.0100,0.30,20250101,378,598
