alpha,tau,D,npaths,mean_Ebar,std_Ebar,t_trans,T,dt,p_edge,net_seed,n_edges,n_triangles
0.500000,0.000000,0.460000,20,7.6116606057e-01,3.9762623165e-03,500.00,2000.00,0.0100,0.30,20250101,378,598
