alpha,tau,D,path,seed,Ebar,t_trans,T,dt,p_edge,net_seed,n_edges,n_triangles
0.500000,0.200000,0.550000,1,520455602,8.2916190189e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.200000,0.550000,2,520455603,8.2936844705e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.200000,0.550000,3,520455604,8.1797727538e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.200000,0.550000,4,520455605,8.1863767919e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.200000,0.550000,5,520455606,8.2031503604e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.200000,0.550000,6,520455607,8.2497177334e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.200000,0.550000,7,520455608,8.2203216012e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.200000,0.550000,8,520455609,8.2354636176e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.200000,0.550000,9,520455610,8.2382102356e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.200000,0.550000,10,520455611,8.2708341191e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.200000,0.550000,11,520455612,8.2207421560e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.200000,0.550000,12,520455613,8.2487279619e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.200000,0.550000,13,520455614,8.2418888080e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.200000,0.550000,14,520455615,8.1975928014e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.200000,0.550000,15,520455616,8.1558310988e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.200000,0.550000,16,520455617,8.2606039112e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.200000,0.550000,17,520455618,8.1637605552e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.200000,0.550000,18,520455619,8.2293220843e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.200000,0.550000,19,520455620,8.2487478823e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
0.500000,0.200000,0.550000,20,520455621,8.2247049588e-01,500.00,2000.00,0.0100,0.30,20250101,378,598
